,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
81,111.94671782515931,-1293.066348082287,-1122.1677537718544,-1086.3701376954077,-1411.5127724880535,-20.71422916610293,715.4815482322286,-1354.3946684568584,530.859421659682,315.3215750226681,-1516.112225824298,-1103.9611484715301,452.0398553877968,-268.8942577948674,-18.199505403534904,-607.4764234272392,760.2536150535047
82,-67.43655500074125,-1497.161120687153,-1404.267429176383,-1353.3721789721674,-1791.0887027323747,-24.534428391602614,908.6252223013821,-1656.115986490185,664.9843191115267,423.3220148099476,-1904.4001680375716,-1369.7479192328783,577.1654939861398,-314.9270667175886,-37.206819203196446,-777.1801913966677,894.3341111843137
83,-40.27641400476072,-1126.2948714493389,-1011.8369266158464,-1128.7050321080533,-1273.869916514868,-25.590578804090836,643.5441294242729,-1206.3806644229198,475.73476187896335,300.9259404231167,-1368.2905540094484,-981.4145726598408,446.56299093596334,-230.7057745105759,-18.057413229714516,-544.8041827192891,678.0901694861471
84,-77.95637420295606,-1455.4792086252457,-1171.971835330865,-1183.4992971235984,-1474.7259997501853,-6.531083606110121,754.6311258472206,-1345.6343975611398,563.8031121730368,358.2303503042997,-1588.5514715761963,-1182.2105704286932,471.78007413863475,-294.86964643167306,-31.995888436942927,-634.1789343409981,802.9530952507021
85,-69.28211639409714,-1517.6587838866285,-1418.2658935565685,-1361.7071183948105,-1799.8049282734025,-23.707214328132082,914.5458349546794,-1633.9445805683772,670.9326338988388,425.737865726822,-1918.3711754281985,-1378.6235818532566,585.6982546066295,-316.7499400105918,-34.87513724866389,-787.8362928788239,934.9844589784495
86,-39.51260239834923,-1111.7770899261225,-999.238688274409,-1116.6474372355308,-1254.5181562830155,-25.48460102124199,634.9504021661402,-1191.4549393511393,469.67636163841553,296.75464045487143,-1350.6523372804504,-969.2617136030278,441.02290302720246,-228.14890517241977,-17.562913935449576,-543.3297140240946,669.8825489921409
87,-74.51912510764191,-1518.9024396450593,-1444.8535496845836,-1394.0847669289044,-1832.7526175023581,-23.504341220998285,932.2333201212265,-1709.9949616791232,686.7017137074342,435.3930786884218,-1960.4312404555756,-1415.3092723052264,594.363575151074,-330.9609593204528,-34.9561446144031,-799.3263753722827,962.4525363418738
88,-2.284146730202438,-331.1507671350087,-290.7432733142291,-275.26540966354634,-346.1079215853027,-5.39313724377113,222.14711465397195,-339.00413800294814,170.78064794486724,40.39680148823766,-398.1535414159031,-293.1937247481565,140.3711347637752,-66.21326395596286,190.14201232202137,-163.28757703046307,199.0731675224548
89,-63.88096187098486,-1375.4044079039852,-1183.7532291161112,-1136.5611246406907,-1662.3178272825978,-26.12273213889238,774.5032856071646,-1433.2434093075542,558.8221420942241,401.3787919963711,-1619.9087145486073,-1172.689355811618,487.9594408422022,-271.2691120523738,-27.77524938623416,-640.6571729177248,806.1053599087069
90,-39.70422390707818,-1116.6106852397936,-1003.5718182770215,-1124.4232216888258,-1260.2360558362038,-25.444340486445896,638.0343889917126,-1197.3358251025836,471.7391892139656,298.1383477108363,-1356.4469340800947,-973.5749834385035,442.0379180307853,-229.1726568700991,-17.905762448458745,-540.4168425591098,672.5770272212743
91,-94.94961902376643,-1309.2840725003953,-1164.9023399832047,-1051.7589162054387,-1368.1003122939455,-36.95454850861181,726.4564452797479,-1475.2538095934488,521.2464647747513,327.9815019189116,-1473.980328413248,-1132.7269468017707,476.6394095950749,-268.0749534950785,-38.967342062248335,-589.0650005925802,753.3624698785256
92,-43.09907189330707,-1099.4567519583102,-934.7831655573549,-1082.5992293488844,-1183.0644436016794,-19.301107132848486,606.447964146843,-1162.1329532265656,438.5993311297054,280.72146332622737,-1254.0189422897972,-947.0949481991248,335.38249891945094,-237.50597738702137,-36.02302730073965,-511.15286318185593,643.1043997570614
93,-79.1796291256965,-1717.6994456388352,-1592.8055353239808,-1530.607391459576,-2057.2663808439825,-22.12461406002231,1032.8179127769988,-1881.1190808198282,755.597956728322,483.12619198992513,-2161.430552995324,-1551.4377938590399,658.6088949029668,-354.68662206984595,-41.58138619709205,-885.832825197797,1054.8540072365809
